Time,RT,kW_Tot,kW_RT,kW_CHH,GPM,Precent_CH,RH [%],CH Load
2023-12-06T18:40:00,332,289.5,0.872,210.7,1373.7,72.8,71.7,62.1
2023-12-06T18:50:00,317.6,295.2,0.93,216.3,1361.1,73.3,71.1,63.7
2023-12-06T19:00:00,319.2,286.2,0.897,207.6,1367.9,72.5,70.7,61.2
2023-12-06T19:10:00,318.9,282.4,0.886,203.4,1366.8,72,69.6,59.9
2023-12-06T19:20:00,317.8,286.2,0.9,207.4,1362.2,72.5,71.7,61.1
2023-12-06T19:30:00,335.4,286.2,0.853,207.5,1364.5,72.5,71,61.1
2023-12-06T19:40:00,319.5,287,0.898,208.5,1369.1,72.6,71.1,61.5
2023-12-06T19:50:00,313,277.6,0.887,198.7,1365.6,71.6,71.2,58.6
2023-12-06T20:00:00,308.6,267.1,0.866,188.2,1371.4,70.5,69.4,55.5
2023-12-06T20:10:00,314.5,262,0.833,184.3,1372.5,70.4,70.8,54.3
2023-12-06T20:20:00,315.3,279,0.885,201.6,1375.9,72.3,70.9,59.4
2023-12-06T20:30:00,296.1,256.8,0.867,179.1,1366.8,69.8,69.9,52.8
2023-12-06T20:40:00,297.6,267.5,0.899,190.1,1373.7,71.1,70.3,55.7
2023-12-06T20:50:00,289.7,260.1,0.898,182.1,1363.4,70,68.3,53.4
2023-12-06T21:00:00,284,243.9,0.859,166.5,1363.4,68.3,72.1,49.1
2023-12-06T21:10:00,302.1,246.6,0.816,170.9,1367.9,69.3,72.2,50.4
2023-12-06T21:20:00,291.9,260.7,0.893,185.2,1373.7,71,69.1,54.6
2023-12-06T21:30:00,289.2,240.8,0.833,165.1,1361.1,68.6,69.8,48.7
2023-12-06T21:40:00,306,229,0.748,153.8,1359.9,67.1,70.4,45.3
2023-12-06T21:50:00,287.5,230.2,0.801,154.6,1353,67.2,68.9,45.5
2023-12-06T22:00:00,265,241,0.91,165.4,1353,68.6,70,48.7
2023-12-06T22:10:00,271.3,218.1,0.804,142.3,1356.4,65.3,70.4,41.9
2023-12-06T22:20:00,288,247.3,0.859,171.6,1355.3,69.4,70.5,50.6
2023-12-06T22:30:00,276.7,224.1,0.81,148.6,1355.3,66.3,70.3,43.8
2023-12-06T22:40:00,267.4,227.7,0.851,152.2,1365.6,66.8,69,44.8
2023-12-06T22:50:00,227.2,201.7,0.888,126,1363.4,62.5,68.3,37.1
2023-12-06T23:00:00,276.2,232.8,0.843,157.3,1353,67.6,68.5,46.3
2023-12-06T23:10:00,257.8,212.9,0.826,138.6,1344.8,65.1,70.3,40.8
2023-12-06T23:20:00,245.9,224.3,0.912,149.9,1341.3,66.8,71.2,44.2
2023-12-06T23:30:00,245.9,199.8,0.812,125.5,1341.3,62.8,71.5,37
2023-12-06T23:40:00,208.2,240.1,1.153,166,1350.6,69.1,71.6,48.9
2023-12-06T23:50:00,216.6,201.1,0.928,126.9,1333.1,63.1,71.6,37.4
2023-12-07T00:00:00,183.5,243.8,1.329,169.2,1334.3,69.4,72.1,49.8
2023-12-07T00:10:00,194.9,219.6,1.127,144.8,1336.7,65.9,72.8,42.4
2023-12-07T00:20:00,182,234,1.286,159.4,1323.7,68.1,72.2,46.7
2023-12-07T00:30:00,173.1,179.9,1.039,105.2,1340.2,58.5,72,31
2023-12-07T00:40:00,182.8,233.3,1.276,159.1,1329.6,68.2,71.4,46.9
2023-12-07T00:50:00,160.9,187.3,1.164,112.7,1332,60.2,71.7,33.2
2023-12-07T01:00:00,166.3,231.4,1.391,156.9,1330.8,67.8,71.5,46.2
2023-12-07T01:10:00,163.3,175.9,1.077,102.5,1351.8,58.2,71.3,30.2
2023-12-07T01:20:00,172.2,216.6,1.258,143.2,1333.1,66.1,71.1,42.2
2023-12-07T01:30:00,193.7,239.5,1.236,166.4,1328.4,69.5,71.3,49
2023-12-07T01:40:00,194.8,156.3,0.802,83.1,1335.5,53.2,71.9,24.5
2023-12-07T01:50:00,201.2,213.3,1.06,140,1341.3,65.6,71.8,41.3
2023-12-07T02:00:00,204.6,166.3,0.813,93.1,1327.2,56,72,27.4
2023-12-07T02:10:00,200.8,165,0.822,91.6,1339,55.5,71.6,27
2023-12-07T02:20:00,182.3,215.4,1.182,142.2,1326.1,66,71.6,41.9
2023-12-07T02:30:00,173.1,180.8,1.044,107.9,1340.2,59.7,71.8,31.8
2023-12-07T02:40:00,178.2,195,1.094,121.7,1336.7,62.4,71.3,35.8
2023-12-07T02:50:00,166.2,231.1,1.391,157.8,1329.6,68.3,71.4,46.5
2023-12-07T03:00:00,189.4,152.8,0.807,79.9,1336.7,52.3,71.4,23.5
2023-12-07T03:10:00,154.4,158,1.023,84.7,1323.7,53.6,72,24.9
2023-12-07T03:20:00,161.4,231.3,1.433,157.7,1335.5,68.2,73.7,46.4
2023-12-07T03:30:00,167.7,209.5,1.25,136,1341.3,64.9,74.2,39.8
2023-12-07T03:40:00,177.8,167.9,0.945,94.7,1333.1,56.4,74.6,27.6
2023-12-07T03:50:00,195.8,189.8,0.969,116.5,1342.5,61.4,76.9,34.3
2023-12-07T04:00:00,200,183.8,0.919,110.6,1333.1,60.2,75.3,32.6
2023-12-07T04:10:00,183.3,158.6,0.865,85.3,1333.1,53.8,77.4,25.1
2023-12-07T04:20:00,165.6,223.1,1.347,149.4,1324.9,67,77.2,44
2023-12-07T04:30:00,138.4,188.9,1.365,115.7,1328.4,61.3,77.1,34.1
2023-12-07T04:40:00,166.5,216.3,1.299,143.1,1332,66.2,79.1,42.2
2023-12-07T04:50:00,242,230.1,0.951,156.9,1350.6,68.2,80.1,46.2
2023-12-07T05:00:00,0,73.4,0,0.2,0,0.3,79.9,0
2023-12-07T05:10:00,244.7,223.5,0.913,150.2,1365.6,67.2,80.6,44.2
2023-12-07T05:20:00,313.7,272.2,0.868,198.6,1369.1,73,80.3,58.5
2023-12-07T05:30:00,288.7,231.4,0.801,158.1,1358.7,68.3,80.8,46.6
2023-12-07T05:40:00,284.3,218,0.767,145,1364.5,66.5,81.1,42.7
2023-12-07T05:50:00,277.9,244,0.878,170.5,1361.1,69.9,80.9,50.2
2023-12-07T06:00:00,253.9,221.3,0.872,148,1354.1,66.9,80.6,43.6
2023-12-07T06:10:00,296.4,223.8,0.755,150.7,1367.9,67.3,80.2,44.4
2023-12-07T06:20:00,284.5,226.3,0.796,152.9,1365.6,67.6,80.2,45.1
2023-12-07T06:30:00,302.3,246.2,0.814,172.6,1369.1,70.1,80.3,50.9
2023-12-07T06:40:00,297.9,243.6,0.818,170.2,1374.8,69.9,80.4,49.9
2023-12-07T06:50:00,285.2,264.6,0.928,191.3,1369.1,72.3,80.1,56.1
2023-12-07T07:00:00,303.9,240.4,0.791,167.2,1375.9,69.5,79.9,49.3
2023-12-07T07:20:00,314.5,239.9,0.763,163.7,1372.5,68.2,80.5,48.2
2023-12-07T07:30:00,315.6,258.3,0.819,181.8,1377.1,70.4,80.5,53.6
2023-12-07T08:00:00,343.7,273.2,0.795,196.6,1374.8,72,80.3,57.9
2023-12-07T08:10:00,321.3,256.9,0.8,178.4,1377.1,69.4,80.5,52.6
2023-12-07T08:20:00,328.7,279.1,0.849,200.4,1383.9,71.8,80,59.1
2023-12-07T08:30:00,340.8,295.7,0.868,217.2,1386.2,73.4,79.2,64
2023-12-07T08:40:00,344.6,269.5,0.782,190.9,1378.2,70.8,79,56.3
2023-12-07T08:50:00,350.6,295.9,0.844,217.1,1379.4,73.4,78.8,64.1
2023-12-07T09:10:00,366.9,299.9,0.817,220.9,1375.9,73.7,79.5,65.1
2023-12-07T09:20:00,363,303.4,0.836,224.7,1382.8,74.1,77.2,66.2
2023-12-07T09:30:00,355.2,293.5,0.827,214.9,1374.8,73.2,77.2,63.3
2023-12-07T09:40:00,358.1,305.2,0.852,226.5,1386.2,74.2,77.3,66.8
2023-12-07T10:00:00,352,295.2,0.839,215.2,1385,72.9,77.2,63.2
2023-12-07T10:10:00,393.4,322,0.818,242.1,1388.4,75.2,76.8,71.4
2023-12-07T10:20:00,357.2,295.9,0.828,216.2,1382.8,73.1,76.1,63.7
2023-12-07T10:30:00,373.3,321.1,0.86,241.6,1378.2,75.2,75.7,71.2
2023-12-07T10:40:00,387.3,322.8,0.834,243.3,1387.3,75.4,75.9,71.7
2023-12-07T10:50:00,382.4,321.8,0.841,242.2,1390.7,75.3,75.3,71.4
2023-12-07T11:00:00,385,326.5,0.848,247.9,1358.7,75.9,76,73.1
2023-12-07T11:10:00,393.3,321.9,0.818,243.9,1367.9,75.8,77.3,71.9
2023-12-07T11:30:00,390.6,315.6,0.808,237.2,1358.7,75.1,77.2,69.9
2023-12-07T11:40:00,400.9,325.6,0.812,247.4,1355.3,76,77.6,72.9
2023-12-07T11:50:00,389.2,310.3,0.797,232,1373.7,74.8,77.1,68.4
2023-12-07T12:00:00,435.7,357.6,0.821,279.3,1375.9,78.1,77.5,82.3
2023-12-07T12:10:00,424.6,323.8,0.763,244.7,1358.7,75.6,77.5,72.1
2023-12-07T12:20:00,395.6,327.6,0.828,248.3,1356.4,75.8,78.4,73.2
2023-12-07T12:30:00,390.6,322.4,0.825,243.4,1358.7,75.5,77.1,71.5
2023-12-07T12:40:00,388.3,318.6,0.821,239,1350.6,75,77.6,70.2
2023-12-07T12:50:00,379.6,315.1,0.83,235.7,1359.9,74.8,77.9,69.5
2023-12-07T13:00:00,401.3,321.2,0.8,241.8,1356.4,75.3,77.5,71.3
2023-12-07T13:10:00,396.6,318.5,0.803,238.7,1359.9,75,77.1,70.4
2023-12-07T13:20:00,386.9,323.5,0.836,243.9,1365.6,75.4,77.5,71.9
2023-12-07T13:30:00,389.6,316.4,0.812,237.3,1355.3,75,77.6,70
2023-12-07T13:40:00,403.3,320.5,0.795,241.3,1363.4,75.3,73.6,71.1
2023-12-07T13:50:00,427.5,325.1,0.76,245.7,1367.9,75.6,74.8,72.4
2023-12-07T14:00:00,387.6,314.7,0.812,234.9,1367.9,74.6,75.8,69.2
2023-12-07T14:10:00,399.3,322.1,0.807,242.5,1369.1,75.3,74.2,71.5
2023-12-07T14:20:00,422.8,324.7,0.768,245.6,1353,75.6,76,72.4
2023-12-07T14:30:00,429.5,327.7,0.763,248.4,1356.4,75.8,73.5,73.2
2023-12-07T14:40:00,434.4,346.8,0.798,267.3,1354.1,77.1,74.3,78.8
2023-12-07T14:50:00,390,312.3,0.801,232.6,1356.4,74.5,74.7,68.6
2023-12-07T15:00:00,411.2,321.3,0.782,241.6,1351.8,75.2,73.7,71.2
2023-12-07T15:10:00,409.4,319.9,0.781,240.4,1364.5,75.2,74.8,70.9
2023-12-07T15:20:00,400.3,320.6,0.801,240.8,1353,75.1,73.1,71
2023-12-07T15:30:00,399.9,320.6,0.802,240.9,1351.8,75.2,72.6,71
2023-12-07T15:40:00,397.3,337.8,0.85,258.1,1362.2,76.4,73.7,76.1
2023-12-07T15:50:00,372.4,320.5,0.861,240.8,1354.1,75.2,72.8,70.7
2023-12-07T16:00:00,408.7,321.7,0.787,242.2,1362.2,75.3,73.2,71.1
2023-12-07T16:10:00,400.9,334.7,0.835,255.4,1355.3,76.3,71.6,75.3
2023-12-07T16:20:00,433.5,354.8,0.818,275.5,1369.1,77.6,72.4,81.2
2023-12-07T16:30:00,392.6,312.4,0.796,232.4,1365.6,74.4,71.8,68.5
2023-12-07T16:40:00,393,317.9,0.809,238.5,1366.8,75,71.1,70.3
2023-12-07T16:50:00,0,79.9,0,0.2,0,0.2,72,0
2023-12-07T17:00:00,395.6,321.8,0.813,242.5,1356.4,75.4,69.7,71.5
2023-12-07T17:10:00,384.3,321.9,0.838,242.6,1356.4,75.3,69.5,71.5
2023-12-07T17:20:00,386.6,320,0.828,240.6,1364.5,75.2,72.3,70.9
2023-12-07T17:30:00,403,314,0.779,234.7,1362.2,74.8,73.4,69.2
2023-12-07T17:40:00,386.9,312.8,0.808,233.1,1365.6,74.5,74.1,68.7
2023-12-07T17:50:00,396.3,316.5,0.799,237.3,1358.7,75,73.9,69.9
2023-12-07T18:00:00,390.5,312.4,0.8,233.5,1378.2,74.7,74.9,68.9
2023-12-07T18:10:00,382.1,314.5,0.823,235.8,1389.5,75,75.4,69.5
2023-12-07T18:20:00,385.5,316.5,0.821,237.6,1401.9,75.1,74.6,70
2023-12-07T18:30:00,388.2,317.4,0.818,238.1,1390.7,75,75.1,70.2
2023-12-07T18:40:00,374.5,320.6,0.856,241.9,1382.8,75.4,72.6,71.3
2023-12-07T18:50:00,334.2,305.7,0.915,227.1,1382.8,74.3,73,66.9
2023-12-07T19:00:00,345.1,307.1,0.89,227.9,1380.5,74.2,71.1,67.2
2023-12-07T19:10:00,356.9,318.7,0.893,240.1,1381.6,75.3,73.5,70.8
2023-12-07T19:20:00,356.6,296.7,0.832,217.9,1380.5,73.5,73.9,64.2
2023-12-07T19:30:00,344.8,291.6,0.846,212.5,1379.4,72.9,73.6,62.3
2023-12-07T19:40:00,0,79.9,0,1.2,0,1.5,70.6,0
2023-12-07T19:50:00,327.6,288.4,0.88,209.4,1379.4,72.6,73.7,61.7
2023-12-07T20:00:00,323.2,297.1,0.919,219.2,1385,73.8,73,64.6
2023-12-07T20:10:00,317.9,296.6,0.933,218.8,1387.3,73.8,73.8,64.5
2023-12-07T20:20:00,328.9,285,0.867,207.6,1385,72.8,73.3,61.2
2023-12-07T20:30:00,305.1,290.8,0.953,213.4,1381.6,73.4,71.6,62.9
2023-12-07T20:40:00,324.8,305,0.939,226.7,1391.8,74.3,74.4,66.8
2023-12-07T20:50:00,312.6,285.4,0.913,207.4,1389.5,72.7,73.3,61.1
2023-12-07T21:00:00,320,277.5,0.867,201.4,1396.3,72.6,74.7,59.4
2023-12-07T21:10:00,316.1,274.3,0.868,198.2,1379.4,72.3,74.5,58.4
2023-12-07T21:20:00,332.8,293.4,0.882,217.8,1377.1,74.2,74.4,64.2
2023-12-07T21:30:00,325,277.2,0.853,201.3,1392.9,72.6,73.4,59.3
2023-12-07T21:40:00,310.9,275.2,0.885,199.5,1381.6,72.5,73.3,58.8
2023-12-07T21:50:00,302.8,285.9,0.944,210.3,1371.4,73.5,72.4,62
2023-12-07T22:00:00,280,241.3,0.862,165.8,1371.4,68.7,73,48.8
2023-12-07T22:10:00,302.6,232.8,0.769,157.2,1370.2,67.5,72,46.3
2023-12-07T22:20:00,314.8,246.9,0.784,171,1373.7,69.3,72.7,50.4
2023-12-07T22:30:00,300.3,237.4,0.79,162,1359.9,68.2,72.7,47.7
2023-12-07T22:40:00,272,226.8,0.834,151.5,1359.9,66.8,72.1,44.6
2023-12-07T22:50:00,0,76.2,0,0.2,0,0.2,71.6,0
2023-12-07T23:00:00,255.8,225.6,0.882,150.9,1364.5,66.9,71.3,44.2
2023-12-07T23:10:00,267.4,232,0.868,157.3,1365.6,67.8,71.3,46.1
2023-12-07T23:20:00,266.1,228.5,0.859,153.8,1358.7,67.3,71,45.3
2023-12-07T23:30:00,221,203.9,0.923,129.5,1359.9,63.5,71,38.1
2023-12-07T23:40:00,225.7,199.6,0.884,125.3,1354.1,62.8,71.4,36.9
2023-12-07T23:50:00,221,240.5,1.088,165.8,1359.9,69,71.6,48.9
2023-12-08T00:00:00,193.1,228.2,1.182,153.7,1363.4,67.3,72.8,45.3
2023-12-08T00:10:00,209.3,215.4,1.029,140.8,1357.6,65.4,73.4,41.5
2023-12-08T00:20:00,208,248.7,1.195,173.9,1349.5,69.9,74.1,51.2
2023-12-08T00:30:00,178.2,187,1.049,112.5,1336.7,60.2,74.7,33.1
2023-12-08T00:40:00,207.9,242.2,1.165,167.7,1348.3,69.2,76.2,49.4
2023-12-08T00:50:00,208.6,180.7,0.866,106.1,1353,58.7,76.3,31.2
2023-12-08T01:00:00,219.3,194.2,0.886,121.1,1349.5,62.3,76.6,35.7
2023-12-08T01:10:00,208.2,237,1.138,163.7,1350.6,69.1,76.7,48.2
2023-12-08T01:20:00,209.7,182.2,0.869,108.6,1359.9,59.6,77.8,32
2023-12-08T01:30:00,190.8,232.4,1.218,159.3,1347.2,68.5,77.9,46.9
2023-12-08T01:40:00,197.5,199.7,1.011,126.4,1354.1,63.3,78.5,37.2
2023-12-08T01:50:00,192.8,221.9,1.151,148.7,1361.1,67,78.6,43.8
2023-12-08T02:00:00,189,236.4,1.251,163.2,1334.3,69,79.1,48.1
2023-12-08T02:10:00,183.8,163,0.887,89.4,1336.7,54.8,78.7,26
2023-12-08T02:20:00,189.5,234.8,1.239,161.4,1337.8,68.8,78.6,47.3
2023-12-08T02:30:00,190.4,159.8,0.84,86.7,1343.7,54.2,78.9,25.2
2023-12-08T02:40:00,195.6,224.2,1.146,150.9,1341.3,67.3,78.7,44.5
2023-12-08T02:50:00,200.1,160.5,0.802,87.1,1334.3,54.3,78.9,25.6
2023-12-08T03:00:00,206.1,209.4,1.016,136,1336.7,64.9,78.5,40.1
2023-12-08T03:10:00,183.8,169.7,0.923,96.5,1336.7,56.9,78.3,28.4
2023-12-08T03:20:00,189.5,244.1,1.288,171,1337.8,70,78.2,50.4
2023-12-08T03:30:00,179.8,161.6,0.899,88.3,1348.3,54.6,78.3,26
2023-12-08T03:40:00,178.8,229.3,1.282,155.8,1341.3,67.9,78.4,45.9
2023-12-08T03:50:00,178.7,211.8,1.185,138.9,1340.2,65.6,78.9,40.9
2023-12-08T04:00:00,207.3,181.1,0.873,108,1344.8,59.6,78.6,31.8
2023-12-08T04:10:00,201.6,237.7,1.18,164.4,1343.7,69.2,78.5,48.4
2023-12-08T04:20:00,212,174,0.821,100.7,1339,57.9,78.2,29.6
2023-12-08T04:30:00,212.6,170.5,0.802,97,1342.5,56.9,78.4,28.6
2023-12-08T04:40:00,222.6,197.1,0.886,124.1,1335.5,63,78.6,36.6
2023-12-08T04:50:00,195.4,167.3,0.856,94,1340.2,56.2,78.6,27.7
2023-12-08T05:00:00,215.3,232.3,1.079,159,1359.9,68.4,78.6,46.8
2023-12-08T05:10:00,275.6,225.9,0.819,152.7,1378.2,67.6,78.4,45
2023-12-08T05:20:00,285.9,236.2,0.826,162.4,1372.5,68.8,78.1,47.6
2023-12-08T05:30:00,281.2,251.6,0.895,178.1,1377.1,70.8,78.1,52.2
2023-12-08T05:40:00,273.6,222.7,0.814,149.5,1367.9,67.1,77.6,43.7
2023-12-08T05:50:00,278.4,224.1,0.805,150.6,1363.4,67.2,77.5,44.4
2023-12-08T06:00:00,297.6,223.5,0.751,149.9,1373.7,67.1,77.2,44.2
2023-12-08T06:10:00,275,242.8,0.883,169.2,1374.8,69.7,77,49.8
2023-12-08T06:20:00,312.4,235.8,0.755,162.5,1388.4,68.9,76.9,47.9
2023-12-08T06:30:00,314,238.7,0.76,165.3,1370.2,69.2,77.2,48.7
2023-12-08T06:40:00,310.4,245.8,0.792,172.3,1379.4,70.1,77.1,50.8
2023-12-08T06:50:00,297.9,226.9,0.762,153.8,1374.8,67.8,77.1,45.3
2023-12-08T07:00:00,322.4,260.6,0.808,183.4,1381.6,70.4,77.5,54
2023-12-08T07:10:00,332.2,252.3,0.759,175.5,1374.8,69.6,77.4,51.8
2023-12-08T07:20:00,322.9,254.9,0.789,178,1383.9,69.8,77.6,52.4
2023-12-08T07:30:00,326.2,275.6,0.845,199.3,1373.7,72.3,77.4,58.8
2023-12-08T07:40:00,323.2,284.4,0.88,207.5,1385,73,77.4,61.2
2023-12-08T07:50:00,350,262.5,0.75,185.7,1377.1,70.7,77.6,54.7
2023-12-08T08:00:00,370.2,259.9,0.702,181,1388.4,69.6,77.7,53.3
2023-12-08T08:10:00,361.6,287,0.794,208.4,1399.7,72.6,77.8,61.4
2023-12-08T08:20:00,345.4,291.4,0.844,212.5,1381.6,72.9,77.9,62.3
2023-12-08T08:30:00,352,274.8,0.781,196,1385,71.3,78.1,57.5
2023-12-08T08:40:00,340.2,289.9,0.852,211.4,1383.9,72.9,77.5,62
2023-12-08T08:50:00,353.7,270.1,0.764,190.9,1391.8,70.7,77.3,56.3
2023-12-08T09:00:00,347.7,259.4,0.746,180.9,1390.7,69.7,77.3,53.3
2023-12-08T09:10:00,358.7,284.9,0.794,206.1,1388.4,72.3,77.1,60.7
2023-12-08T09:20:00,366.8,289.5,0.789,210.8,1397.4,72.8,76.1,62.1
2023-12-08T09:40:00,375.1,305.2,0.814,225.9,1385,74,74.5,66.6
2023-12-08T09:50:00,376.6,293.6,0.779,214.8,1390.7,73.2,75.2,63.3
2023-12-08T10:00:00,367.8,293.2,0.797,213.3,1379.4,72.8,73.9,62.9
2023-12-08T10:10:00,387.9,312.8,0.806,233,1389.5,74.5,73.1,68.7
2023-12-08T10:20:00,376.6,303.9,0.807,223.9,1390.7,73.7,74.1,66
2023-12-08T10:30:00,400.5,313.2,0.782,233.6,1392.9,74.6,73.2,68.8
2023-12-08T10:40:00,423.7,329.6,0.778,249.2,1392.9,75.6,74.5,73.5
2023-12-08T10:50:00,407.6,366.6,0.9,286.7,1397.4,78.2,73.7,84.5
2023-12-08T11:00:00,393.6,323.7,0.822,245.6,1369.1,75.9,73.5,72.4
2023-12-08T11:10:00,433.2,338.4,0.781,260.2,1367.9,76.9,73.7,76.7
2023-12-08T11:20:00,399,331.2,0.83,253,1367.9,76.4,73.1,74.6
2023-12-08T11:30:00,403.3,319.3,0.792,240.8,1363.4,75.4,73.8,70.7
2023-12-08T11:40:00,394.6,318.7,0.808,240.5,1372.5,75.5,73.6,70.6
2023-12-08T11:50:00,393.6,316.9,0.805,238.6,1369.1,75.3,73.9,70
2023-12-08T12:00:00,397.3,323.2,0.813,245,1362.2,75.8,73.8,72.2
2023-12-08T12:10:00,407.3,334.7,0.822,255,1357.6,76.2,74.5,75.2
2023-12-08T12:20:00,390,330.4,0.847,250.9,1356.4,76,73.1,74
2023-12-08T12:30:00,379.3,317.4,0.837,237.6,1358.7,74.9,73,70.1
2023-12-08T12:40:00,390.6,319.7,0.818,240.1,1358.7,75.1,73.7,70.8
2023-12-08T12:50:00,397,321.4,0.81,241.5,1361.1,75.2,74.2,71.2
2023-12-08T13:00:00,420.4,322.9,0.768,243.4,1363.4,75.4,73.5,71.8
2023-12-08T13:10:00,0,80.2,0,0.2,0,0.2,72.3,0
2023-12-08T13:20:00,396.6,320.3,0.807,240.4,1359.9,75.1,72.1,70.8
2023-12-08T13:30:00,408.3,321.5,0.787,242.2,1361.1,75.3,71.8,71.4
2023-12-08T13:40:00,432.1,342.4,0.792,263.2,1364.5,76.9,72.3,77.6
2023-12-08T13:50:00,403,320.9,0.796,241.3,1362.2,75.2,71.7,71.1
2023-12-08T14:00:00,428.2,330.6,0.772,250.8,1370.2,75.9,72.7,73.9
2023-12-08T14:10:00,392,317.4,0.81,238.4,1363.4,75.1,72.6,70
2023-12-08T14:20:00,395.6,337.8,0.854,248.7,1356.4,73.6,72.3,73
2023-12-08T14:30:00,437,363.3,0.831,283.9,1362.2,78.1,72,83.4
2023-12-08T14:40:00,386.9,325.7,0.842,246.5,1365.6,75.7,71.8,72.6
2023-12-08T14:50:00,424.2,324,0.764,244.5,1357.6,75.5,70.2,72.1
2023-12-08T15:00:00,390,325.1,0.834,246,1356.4,75.7,70.8,72.5
2023-12-08T15:10:00,425.3,326.5,0.768,246.9,1361.1,75.6,72.2,72.8
2023-12-08T15:20:00,406.2,327.8,0.807,248.4,1354.1,75.8,72.2,73.2
2023-12-08T15:30:00,425,326.1,0.767,246.9,1359.9,75.7,70.2,72.8
2023-12-08T15:40:00,397,320,0.806,240,1361.1,75,71.7,70.7
2023-12-08T15:50:00,402.3,331.5,0.824,252,1359.9,76,70.7,74.3
2023-12-08T16:00:00,409,352.6,0.862,272.7,1363.4,77.3,71.6,80.4
2023-12-08T16:10:00,404,320.7,0.794,242.7,1365.6,75.7,71.8,71.5
2023-12-08T16:20:00,396.6,333,0.84,254.2,1359.9,76.3,73,74.9
2023-12-08T16:30:00,386.6,305.4,0.79,226.6,1364.5,74.2,72.1,66.8
2023-12-08T16:40:00,419.7,333,0.793,254.6,1361.1,76.5,72.4,75.1
2023-12-08T16:50:00,398.3,301.6,0.757,223,1365.6,73.9,71.3,65.7
2023-12-08T17:00:00,419.7,348.5,0.831,270,1361.1,77.5,72.1,79.6
2023-12-08T17:10:00,410.4,327,0.797,248.3,1367.9,75.9,72.3,73.2
2023-12-08T17:20:00,414.8,340.3,0.82,261.8,1382.8,76.9,70.5,77.2
2023-12-08T17:30:00,394.9,322.6,0.817,243.8,1373.7,75.6,71.4,71.9
2023-12-08T17:40:00,386.3,329.5,0.853,250.9,1363.4,76.2,71.2,73.7
2023-12-08T17:50:00,375.9,321.4,0.855,242.9,1366.8,75.6,72.2,71.3
2023-12-08T18:00:00,405.9,308.2,0.759,229.8,1391.8,74.6,71.2,67.7
2023-12-08T18:10:00,365,302.2,0.828,223.8,1390.7,74.1,70.9,66
2023-12-08T18:20:00,370.2,304.9,0.823,226.6,1388.4,74.3,72.1,66.8
2023-12-08T18:30:00,346.8,291.7,0.841,213.7,1387.3,73.2,71.2,63
2023-12-08T18:40:00,361.8,308.2,0.852,230.2,1378.2,74.7,70.1,67.8
2023-12-08T18:50:00,344.8,258.9,0.751,180.6,1379.4,69.8,68,53.2
2023-12-08T19:00:00,335,290,0.866,211.8,1386.2,73,68.5,62.4
2023-12-08T19:10:00,317.4,277.8,0.875,199.7,1385,71.9,69.2,58.9
2023-12-08T19:20:00,338,301.7,0.893,223.3,1374.8,74,69.6,65.8
2023-12-08T19:30:00,339.4,287.4,0.847,209.1,1380.5,72.7,67.6,61.6
2023-12-08T19:40:00,317.1,282.4,0.89,203.9,1383.9,72.2,68.9,60.1
2023-12-08T19:50:00,309.8,270.2,0.872,192.6,1377.1,71.3,68.7,56.8
2023-12-08T20:00:00,307.6,300,0.975,223.3,1392.9,74.4,69.2,65.8
2023-12-08T20:10:00,290,258,0.89,181.4,1364.5,70.3,67.4,53.4
2023-12-08T20:20:00,255.4,228.1,0.893,151.6,1362.2,66.4,69.2,44.7
2023-12-08T20:30:00,259.1,224.5,0.867,147.6,1351.8,65.7,68.6,43.5
2023-12-08T20:40:00,261.1,226.2,0.866,149.1,1362.2,65.9,67.9,43.9
2023-12-08T20:50:00,260.9,221.5,0.849,144.5,1361.1,65.3,67,42.6
2023-12-08T21:00:00,290.9,223.8,0.769,149,1369.1,66.6,67.6,43.9
2023-12-08T21:10:00,260.6,226.3,0.868,151.5,1359.9,66.9,68.6,44.3
2023-12-08T21:20:00,279.3,233.6,0.836,158.5,1367.9,67.8,70.5,46.4
2023-12-08T21:30:00,272,236.7,0.87,161.7,1359.9,68.3,70.6,47.7
2023-12-08T21:40:00,270.8,224.8,0.83,149.7,1354.1,66.6,70.7,44.1
2023-12-08T21:50:00,280.2,227.2,0.811,152.4,1344.8,67.1,70.9,44.9
2023-12-08T22:00:00,218,203.9,0.936,129.3,1341.3,63.4,70.6,38.1
2023-12-08T22:10:00,223.9,203.9,0.91,129.1,1343.7,63.3,71.3,38
2023-12-08T22:20:00,229.7,206.6,0.899,131.6,1344.8,63.7,70.8,38.8
2023-12-08T22:30:00,241.8,208.3,0.861,133.4,1349.5,64,72.3,39.3
2023-12-08T22:40:00,236.6,210.7,0.891,135.9,1351.8,64.5,70.6,40
2023-12-08T22:50:00,246.8,214.1,0.867,139.3,1346,65.1,71.5,41
2023-12-08T23:00:00,253,214.4,0.847,140.2,1349.5,65.4,73.2,41.3
2023-12-08T23:10:00,247,204.7,0.829,130.9,1347.2,64,72.6,38.6
2023-12-08T23:20:00,234.5,206.1,0.879,132,1340.2,64.1,73.3,38.9
2023-12-08T23:30:00,230.5,215.6,0.935,141.8,1349.5,65.8,72.4,41.8
2023-12-08T23:40:00,207.3,208.8,1.007,135,1344.8,64.7,71.3,39.8
2023-12-08T23:50:00,208,209.4,1.007,135.5,1349.5,64.7,70.7,39.9
