Time,RT,kW_Tot,kW_RT,kW_CHH,GPM,Precent_CH,RH [%],CH Load
2023-12-01T00:00:00,201.2,208.7,1.037,135.6,1238,65,64.1,39.6
2023-12-01T00:10:00,180.5,203.5,1.127,130.4,1238,64.1,64.1,38.4
2023-12-01T00:20:00,170.2,200.8,1.179,127.8,1238,63.6,65.1,37.6
2023-12-01T00:30:00,184.9,201.2,1.088,128.3,1233,63.8,65,37.8
2023-12-01T00:40:00,176.4,181.4,1.028,117.6,1282.8,64.8,64.8,34.6
2023-12-01T00:50:00,181.9,189.7,1.043,125.7,1284,66.3,64.9,37
2023-12-01T01:00:00,179.5,193,1.076,129.2,1266.8,66.9,65.1,38.1
2023-12-01T01:10:00,165.2,214.1,1.296,150.9,1279.1,70.5,65,44.4
,,,,,,,,
2023-12-01T01:30:00,180.7,197.2,1.091,134.2,1275.5,68.1,64.9,39.5
2023-12-01T01:40:00,164.7,202.8,1.231,139.6,1275.5,68.9,65.4,41.1
2023-12-01T01:50:00,193.2,202.7,1.049,139.5,1287.7,68.8,65.3,41.1
2023-12-01T02:00:00,0,66.4,0,0.4,0,0.6,65.6,0
2023-12-01T02:10:00,0,24.3,0,0.4,0,1.6,66.5,0
2023-12-01T02:20:00,0,24.3,0,0.4,0,1.6,67.1,0
2023-12-01T02:30:00,0,24.5,0,0.4,0,1.6,67.3,0
2023-12-01T02:40:00,0,24.2,0,0.2,0,0.9,67.8,0
2023-12-01T02:50:00,0,24.4,0,0.4,0,1.6,68.1,0
2023-12-01T03:00:00,0,25.4,0,1.4,0,5.4,68.9,0
2023-12-01T03:10:00,0,25.5,0,1.4,0,5.4,68.1,0
2023-12-01T03:20:00,0,25.5,0,1.4,0,5.4,68.9,0
2023-12-01T03:30:00,0,24.7,0,0.4,0,1.6,68.7,0
2023-12-01T03:40:00,0,24.6,0,0.4,0,1.6,69.3,0
2023-12-01T03:50:00,0,24.5,0,0.4,0,1.6,69.4,0
2023-12-01T04:00:00,87.1,121.3,1.392,57.4,1307,47.3,69.9,16.9
2023-12-01T04:10:00,341.6,263,0.77,199.1,1322.5,75.7,69.8,58.7
2023-12-01T04:20:00,294.9,262.5,0.89,198.9,1310.6,75.8,68.9,58.6
2023-12-01T04:30:00,268.3,277.2,1.033,213.4,1314.2,77,68.2,62.9
2023-12-01T04:40:00,300.6,286,0.951,222.3,1311.8,77.7,68.5,65.5
2023-12-01T04:50:00,263.3,256.5,0.974,183.4,1316.6,71.5,68.2,54
2023-12-01T05:00:00,213.7,226.2,1.059,152.7,1349.5,67.5,68.7,45
2023-12-01T05:10:00,273.9,232.9,0.85,159.5,1341.3,68.5,69,47
2023-12-01T05:20:00,276.2,219.5,0.795,145.9,1353,66.5,69.3,43
2023-12-01T05:30:00,264.5,212,0.801,138.4,1350.6,65.3,69.5,40.8
2023-12-01T05:40:00,265.6,217.5,0.819,143.7,1356.4,66.1,69.1,42.3
2023-12-01T05:50:00,264.3,215.3,0.815,142.1,1349.5,66,69.3,41.9
2023-12-01T06:00:00,257.1,213.3,0.83,140,1341.3,65.7,70.4,41.3
2023-12-01T06:10:00,275.5,218.2,0.792,144.8,1349.5,66.3,71.1,42.7
2023-12-01T06:20:00,279.7,215.9,0.772,142,1342.5,65.8,71.2,41.8
2023-12-01T06:30:00,258.4,215.5,0.834,142.2,1348.3,66,72.3,41.9
2023-12-01T06:40:00,286.8,250.1,0.872,176.3,1349.5,70.5,72.4,52
2023-12-01T06:50:00,288.7,228.1,0.79,154.4,1358.7,67.7,72.2,45.2
2023-12-01T07:00:00,292.1,228.2,0.781,154.9,1348.3,67.9,72.2,45.4
2023-12-01T07:10:00,293.1,229.9,0.784,153.1,1353,66.6,71.9,45.1
2023-12-01T07:20:00,305.7,232.5,0.76,156,1358.7,67.1,71.8,46
2023-12-01T07:30:00,289.5,233,0.805,156.6,1362.2,67.2,72.5,46.2
2023-12-01T07:40:00,283.3,237.8,0.839,161.1,1359.9,67.8,72.3,47.5
2023-12-01T07:50:00,305.2,236.8,0.776,160.5,1356.4,67.8,71.5,47.3
2023-12-01T08:00:00,291.7,236.7,0.811,159.5,1372.5,67.4,72.2,47
2023-12-01T08:10:00,312.2,239.1,0.766,160.2,1362.2,67,71.9,47.2
2023-12-01T08:20:00,300.8,236.4,0.786,157.3,1362.2,66.5,72.2,46.3
2023-12-01T08:30:00,0,78.8,0,0.2,0,0.2,72,0
2023-12-01T08:40:00,298.3,245.3,0.823,166.9,1350.6,68,72,49.2
2023-12-01T08:50:00,299.8,274.3,0.915,195.3,1357.6,71.2,71.8,57.6
2023-12-01T09:00:00,295.4,246.9,0.836,167.8,1363.4,68,71.7,49.5
2023-12-01T09:10:00,323,245,0.759,165.7,1359.9,67.6,72.1,48.8
2023-12-01T09:20:00,322.2,258.7,0.803,179.8,1356.4,69.5,72.1,53
2023-12-01T09:30:00,307.7,252.5,0.821,173.9,1342.5,68.9,70.7,51.3
2023-12-01T09:40:00,356.7,301.2,0.845,222.5,1358.7,73.9,70.7,65.6
2023-12-01T09:50:00,358.2,271.6,0.758,193,1364.5,71,71.3,56.6
2023-12-01T10:00:00,374,273.5,0.731,194.6,1359.9,71.1,72,57.1
2023-12-01T10:10:00,357.9,276.4,0.772,196.6,1363.4,71.1,71.7,58
2023-12-01T10:20:00,380.9,296.1,0.777,216,1364.5,72.9,69.6,63.7
2023-12-01T10:30:00,359.4,291,0.81,210.8,1369.1,72.5,69.7,62.1
2023-12-01T10:40:00,366.3,274.9,0.75,194.8,1373.7,70.9,69.6,57.4
2023-12-01T10:50:00,0,80.5,0,0.2,0,0.2,70.6,0
2023-12-01T11:00:00,356.7,297.1,0.833,217,1358.7,73.1,72.6,64
2023-12-01T11:10:00,387.6,294.5,0.76,215.9,1348.3,73.3,71.9,63.6
2023-12-01T11:20:00,355.8,284.3,0.799,205.7,1334.3,72.4,73.4,60.6
2023-12-01T11:30:00,369.2,295.8,0.801,217.3,1342.5,73.5,72.7,64.1
2023-12-01T11:40:00,363.3,305.8,0.842,227.4,1341.3,74.3,71.7,67
2023-12-01T11:50:00,383.3,303.2,0.791,225.1,1353,74.2,71.9,66.4
2023-12-01T12:00:00,382.7,306,0.8,227.6,1350.6,74.4,71.8,67.1
2023-12-01T12:10:00,370.1,292.6,0.791,213.5,1346,72.9,73.3,62.9
2023-12-01T12:20:00,386.3,303.6,0.786,224.1,1343.7,73.8,73.6,66.1
2023-12-01T12:30:00,373.8,303.8,0.813,224,1339,73.7,73.2,66
2023-12-01T12:40:00,374.1,298.8,0.799,219.4,1340.2,73.4,73.6,64.7
2023-12-01T12:50:00,366.9,294,0.801,214.4,1334.3,72.9,72.2,63.2
2023-12-01T13:00:00,376.4,293.7,0.78,214.4,1348.3,73,73,62.9
2023-12-01T13:10:00,387,310.2,0.801,230.5,1346,74.3,72.2,67.7
2023-12-01T13:20:00,374.1,301.4,0.806,221.9,1340.2,73.6,73.6,65.4
2023-12-01T13:30:00,365.5,294.5,0.806,215,1349.5,73,73.2,63.4
2023-12-01T13:40:00,377.4,297.3,0.788,217.9,1332,73.3,72.7,64.2
2023-12-01T13:50:00,382.7,291.5,0.762,212.3,1350.6,72.8,73.5,62.6
2023-12-01T14:00:00,410.1,310,0.756,230.8,1348.3,74.4,73,68
2023-12-01T14:10:00,360.7,289.3,0.802,209.5,1332,72.4,74.4,61.8
2023-12-01T14:20:00,370.5,301.3,0.813,221.6,1347.2,73.6,74.5,65.3
2023-12-01T14:30:00,380,308.1,0.811,228.3,1341.3,74.1,74.3,67.3
2023-12-01T14:40:00,364.2,316.1,0.868,236.8,1344.8,74.9,73.3,69.8
2023-12-01T14:50:00,392.2,332.4,0.847,252.9,1344.8,76.1,74,74.5
2023-12-01T15:00:00,379.4,292.8,0.772,213.2,1339,72.8,73.6,62.8
2023-12-01T15:10:00,411.9,309.4,0.751,229.8,1354.1,74.3,75.2,67.7
2023-12-01T15:20:00,374.1,311.3,0.832,232,1340.2,74.5,75.2,68.4
2023-12-01T15:30:00,409.4,322.6,0.788,242.8,1346,75.2,75.8,71.6
2023-12-01T15:40:00,420.6,309.2,0.735,229.9,1346,74.4,75.8,67.8
2023-12-01T15:50:00,391.9,292.7,0.747,213.7,1343.7,73,75.6,63
2023-12-01T16:00:00,379.7,297.6,0.784,218.3,1340.2,73.3,76.1,64.3
2023-12-01T16:10:00,411.5,307.3,0.747,227.6,1353,74.1,76.4,66.8
2023-12-01T16:20:00,404.1,323.2,0.8,243.5,1347.2,75.3,76.5,71.5
2023-12-01T16:30:00,406.2,330.2,0.813,250.6,1354.1,75.9,77.5,73.6
2023-12-01T16:40:00,409.4,334.4,0.817,254.6,1346,76.1,77.1,75.1
2023-12-01T16:50:00,392.6,314.6,0.801,235.5,1346,74.8,77.8,69.4
2023-12-01T17:00:00,375.1,315.4,0.841,235.6,1343.7,74.7,77.8,69.4
2023-12-01T17:10:00,359.6,302,0.84,222.4,1348.3,73.7,78.5,65.6
2023-12-01T17:20:00,404.5,294.8,0.729,215.2,1348.3,73,79.4,63.4
2023-12-01T17:30:00,385.6,319.4,0.828,239.8,1341.3,75.1,80.1,70.7
2023-12-01T17:40:00,365.2,296.1,0.811,216.1,1348.3,73,81.7,63.7
2023-12-01T17:50:00,397.8,289.7,0.728,210.1,1344.8,72.5,79.7,61.9
2023-12-01T18:00:00,403.1,304,0.754,223.9,1343.7,73.6,80.3,66
2023-12-01T18:10:00,378.1,319.3,0.845,240.5,1374.8,75.3,81.5,70.9
2023-12-01T18:20:00,371.7,315.2,0.848,236.3,1372.5,74.9,82.1,69.6
2023-12-01T18:30:00,362.1,302.3,0.835,223.4,1379.4,73.9,81.7,65.9
2023-12-01T18:40:00,348.8,284.3,0.815,205.4,1372.5,72.2,81.2,60.5
2023-12-01T18:50:00,362.9,314.1,0.865,235.1,1361.1,74.8,80.3,69.3
2023-12-01T19:00:00,387.3,305.1,0.788,226.1,1366.8,74.1,80,66.7
2023-12-01T19:10:00,337.4,292.3,0.866,213.1,1372.5,72.9,78.4,62.8
2023-12-01T19:20:00,359.7,288.5,0.802,209.3,1370.2,72.5,76.4,61.7
2023-12-01T19:30:00,369.9,291.9,0.789,212.8,1365.6,72.9,77.1,62.7
2023-12-01T19:40:00,343.1,288.3,0.84,209.2,1372.5,72.5,74.3,61.4
2023-12-01T19:50:00,336.3,286.8,0.853,208,1367.9,72.5,72.2,61
2023-12-01T20:00:00,326.5,285,0.873,206.2,1374.8,72.4,72.3,60.8
2023-12-01T20:10:00,320.5,276.3,0.862,198.3,1373.7,71.8,71,58.4
2023-12-01T20:20:00,314.3,286.2,0.911,208.3,1371.4,72.8,71.4,61.4
2023-12-01T20:30:00,315.6,278.4,0.882,200.5,1377.1,72,70.2,59.1
2023-12-01T20:40:00,334,266.2,0.797,188.5,1358.7,70.8,70.3,55.5
2023-12-01T20:50:00,336.3,281.6,0.837,203.5,1367.9,72.3,70,60
2023-12-01T21:00:00,329.5,267.3,0.811,190,1363.4,71.1,70,56
2023-12-01T21:10:00,324.9,268.6,0.827,192.8,1367.9,71.8,71,56.8
2023-12-01T21:20:00,304.1,264.8,0.871,189.2,1377.1,71.4,71.5,55.8
2023-12-01T21:30:00,307.8,286.4,0.931,210.8,1367.9,73.6,71.4,62.1
2023-12-01T21:40:00,337.4,260.9,0.773,184.9,1372.5,70.9,71.4,54.5
2023-12-01T21:50:00,305.5,262.9,0.861,187.2,1357.6,71.2,71.2,55.2
2023-12-01T22:00:00,319.2,260.2,0.815,184.5,1367.9,70.9,71.2,54.4
2023-12-01T22:10:00,261.3,223.9,0.857,148.1,1363.4,66.1,71.3,43.6
2023-12-01T22:20:00,244.8,223.2,0.911,147.8,1335.5,66.2,71.6,43.5
2023-12-01T22:30:00,244.8,229.2,0.936,153.6,1335.5,67,71.7,45.3
2023-12-01T22:40:00,256.6,223.9,0.873,149,1339,66.5,71.6,43.9
2023-12-01T22:50:00,262.7,218.7,0.833,143,1341.3,65.4,71.7,41.8
2023-12-01T23:00:00,227.7,236.9,1.04,161.3,1333.1,68.1,71.4,47.3
2023-12-01T23:10:00,246.1,232.3,0.944,157.9,1342.5,68,71.5,46.5
2023-12-01T23:20:00,244.6,223.8,0.915,149.4,1334.3,66.8,71.5,44
2023-12-01T23:30:00,250.2,217.1,0.868,142.5,1334.3,65.7,71.4,42
2023-12-01T23:40:00,237.8,210.4,0.885,135.5,1327.2,64.4,71.3,39.9
2023-12-01T23:50:00,250.6,229.4,0.915,154.8,1336.7,67.5,70.7,45.6
2023-12-02T00:00:00,228.3,205.3,0.899,131.1,1336.7,63.8,70,38.6
2023-12-02T00:10:00,199.8,204.3,1.022,130,1332,63.6,69.7,38.3
2023-12-02T00:20:00,189.5,197.3,1.041,122.8,1337.8,62.2,69.3,36.2
2023-12-02T00:30:00,194.1,207.9,1.071,133.4,1330.8,64.2,69,39.3
2023-12-02T00:40:00,188.5,201.4,1.068,126.8,1330.8,62.9,68.9,37.3
2023-12-02T00:50:00,193.6,203,1.049,128.5,1327.2,63.3,69,37.9
2023-12-02T01:00:00,204.8,203.6,0.994,129.1,1328.4,63.4,68.6,38
2023-12-02T01:10:00,203.9,200.4,0.983,127.4,1322.5,63.5,68.7,37.5
2023-12-02T01:20:00,177.4,203.7,1.148,130.5,1330.8,64.1,68.5,38.4
2023-12-02T01:30:00,206.4,202.4,0.98,129,1339,63.8,68.2,38
2023-12-02T01:40:00,199.3,200.3,1.005,127.1,1328.4,63.4,68.1,37.4
2023-12-02T01:50:00,171.1,201.2,1.176,127.6,1324.9,63.4,68.1,37.6
2023-12-02T02:00:00,192.2,199.8,1.04,126.6,1317.8,63.4,68.3,37
2023-12-02T02:10:00,197.3,210.9,1.069,137.7,1315.4,65.3,67.8,40.3
2023-12-02T02:20:00,174.9,204.6,1.17,131.3,1311.8,64.1,68.2,38.7
2023-12-02T02:30:00,164.1,203,1.237,129.6,1313,63.8,68.6,38.2
2023-12-02T02:40:00,186.5,207.8,1.114,134.7,1316.6,64.8,68.7,39.7
2023-12-02T02:50:00,207.5,159.9,0.771,86.3,1310.6,54,68.6,25.4
2023-12-02T03:00:00,196.9,196.1,0.995,123.1,1313,62.8,68.7,36.3
2023-12-02T03:10:00,196.1,214,1.092,141.1,1307,65.9,68.7,41.6
2023-12-02T03:20:00,159.9,215,1.344,141.4,1323.7,65.8,68.9,41.7
2023-12-02T03:30:00,191.5,165,0.862,91.8,1313,55.6,72.7,27
2023-12-02T03:40:00,207.5,216.8,1.045,143.8,1310.6,66.3,74.9,42.4
2023-12-02T03:50:00,182.7,201.7,1.104,128.5,1328.4,63.7,76.1,37.9
2023-12-02T04:00:00,181.4,172,0.948,98.8,1318.9,57.5,76.8,29.1
2023-12-02T04:10:00,152.2,233.9,1.537,160.7,1304.6,68.7,77.4,47.3
2023-12-02T04:20:00,142,179.5,1.264,106.1,1310.6,59.1,78.9,31.2
2023-12-02T04:30:00,166.9,208,1.246,134.5,1335.5,64.7,81.1,39.6
2023-12-02T04:40:00,217.2,208.4,0.96,134.6,1336.7,64.6,81,39.4
2023-12-02T04:50:00,217.6,226.7,1.042,153.4,1339,67.6,81.7,44.9
2023-12-02T05:00:00,263.6,208.7,0.792,135.4,1346,64.9,80.7,39.9
2023-12-02T05:10:00,285.5,207.5,0.727,133.9,1343.7,64.5,80.9,39.4
2023-12-02T05:20:00,258.7,213.1,0.824,139.5,1349.5,65.5,81.8,41.1
2023-12-02T05:30:00,282.1,222.9,0.79,149.6,1354.1,67.1,80.1,44.1
2023-12-02T05:40:00,285,216,0.758,142.5,1341.3,66,80.1,42
2023-12-02T05:50:00,268.5,219.2,0.816,145.6,1342.5,66.4,80.9,42.9
2023-12-02T06:00:00,256.2,226.5,0.884,152.9,1336.7,67.5,80.6,45
2023-12-02T06:10:00,298.8,233,0.78,159.7,1353,68.5,81.2,47
2023-12-02T06:20:00,298.8,223,0.746,149.1,1353,66.8,82.1,43.9
2023-12-02T06:30:00,293.4,235.9,0.804,162.1,1354.1,68.7,81.6,47.8
2023-12-02T06:40:00,291.6,220.7,0.757,147.1,1346,66.6,81.6,43.3
2023-12-02T06:50:00,293.1,237.2,0.809,163.5,1353,68.9,82.6,48.2
2023-12-02T07:00:00,295.1,228.2,0.773,154.7,1362.2,67.8,82.5,45.6
2023-12-02T07:10:00,288.5,242.5,0.84,165.5,1357.6,68.3,82.5,48.8
2023-12-02T07:20:00,294.6,236.9,0.804,160.2,1359.9,67.6,82.6,47.2
2023-12-02T07:30:00,299.5,238.4,0.796,161.3,1356.4,67.7,82.5,47.2
2023-12-02T07:40:00,311.9,226.3,0.726,149.4,1361.1,66,82.7,43.7
2023-12-02T07:50:00,292.6,232.1,0.793,155,1350.6,66.8,82.9,45.7
2023-12-02T08:00:00,283.8,232.6,0.82,156.1,1362.2,67.1,83.5,46
2023-12-02T08:10:00,347.7,287.6,0.827,208.9,1346,72.6,82.9,61.6
2023-12-02T08:20:00,305.2,262.5,0.86,183.4,1356.4,69.9,82.6,54
2023-12-02T08:30:00,317,260,0.82,181.3,1358.7,69.7,82.5,53.4
2023-12-02T08:40:00,287.3,279.5,0.973,200.7,1351.8,71.8,82.4,59.1
2023-12-02T08:50:00,282.1,251.7,0.892,172.7,1354.1,68.6,83.1,50.9
2023-12-02T09:00:00,318.6,257.1,0.807,178.2,1341.3,69.3,82.7,52.5
2023-12-02T09:10:00,375.8,292.1,0.777,213.5,1346,73.1,82.3,62.9
2023-12-02T09:20:00,345.1,289.8,0.84,211.3,1357.6,72.9,82.9,62.3
2023-12-02T09:30:00,364.8,285.2,0.782,206.9,1367.9,72.6,82.8,61
2023-12-02T09:40:00,374.3,296.4,0.792,217.4,1361.1,73.4,82.3,64.1
2023-12-02T09:50:00,359.4,296.7,0.826,218.1,1369.1,73.5,82.3,64.3
2023-12-02T10:00:00,376.2,303.1,0.806,224.3,1367.9,74,82,66.1
2023-12-02T10:10:00,383.5,306.5,0.799,226.5,1373.7,73.9,82.2,66.8
2023-12-02T10:20:00,388.9,300.7,0.773,220.8,1372.5,73.4,82.1,64.8
2023-12-02T10:30:00,383.5,312.4,0.815,232.6,1373.7,74.4,81.5,68.3
2023-12-02T10:40:00,394.6,299.5,0.759,219.6,1372.5,73.3,79.6,64.4
2023-12-02T10:50:00,376.8,298.7,0.793,218.7,1370.2,73.2,80.3,64.5
2023-12-02T11:00:00,404,337.3,0.835,257.2,1365.6,76.3,80.3,75.8
2023-12-02T11:10:00,400.6,316.6,0.79,238.3,1354.1,75.3,79.5,70.2
2023-12-02T11:20:00,390,302.5,0.776,224.1,1356.4,74.1,78.8,66.1
2023-12-02T11:30:00,404.5,319.6,0.79,241.3,1348.3,75.5,80,71.1
2023-12-02T11:40:00,371.7,288.6,0.776,210.4,1351.8,72.9,80.2,62
2023-12-02T11:50:00,407.3,302.6,0.743,224.3,1339,74.1,79.9,66.1
2023-12-02T12:00:00,383.3,312.8,0.816,234.7,1333.1,75,78.7,69.2
2023-12-02T12:10:00,390.9,322.1,0.824,243,1340.2,75.4,78.5,71.6
2023-12-02T12:20:00,409.4,329.6,0.805,249.8,1346,75.8,78.2,73.6
2023-12-02T12:30:00,391.6,317.9,0.812,238.3,1342.5,75,78.5,70.2
2023-12-02T12:40:00,393.9,298.1,0.757,218.6,1350.6,73.3,76.9,64.4
2023-12-02T12:50:00,393.6,315.5,0.802,236.2,1349.5,74.9,77.4,69.6
2023-12-02T13:00:00,384.3,314.3,0.818,234.9,1356.4,74.7,76.6,69.3
2023-12-02T13:10:00,416.4,309.4,0.743,229.9,1350.6,74.3,75,67.8
2023-12-02T13:20:00,415,330.8,0.797,251.5,1346,76,77.7,74.1
2023-12-02T13:30:00,388.3,307.2,0.791,226.7,1350.6,73.8,76.5,66.8
2023-12-02T13:40:00,396.1,336.3,0.849,256.7,1339,76.3,76.8,75.4
2023-12-02T13:50:00,397.2,321.8,0.81,241.9,1342.5,75.2,77.2,71
2023-12-02T14:00:00,369.8,289.1,0.782,209.8,1344.8,72.6,75.4,61.8
2023-12-02T14:10:00,369.2,294.1,0.797,214.4,1342.5,72.9,75.7,63.2
2023-12-02T14:20:00,395,294.5,0.746,214.9,1354.1,73,75.9,63.3
2023-12-02T14:30:00,358,292.7,0.817,213,1342.5,72.8,77.9,62.8
2023-12-02T14:40:00,358.9,292.5,0.815,212.9,1346,72.8,77.1,62.8
2023-12-02T14:50:00,408,316.1,0.775,236,1341.3,74.7,76.6,69.6
2023-12-02T15:00:00,397.5,312.1,0.785,233,1343.7,74.6,76.9,68.7
2023-12-02T15:10:00,388.6,295.7,0.761,215.9,1351.8,73,77.2,63.6
2023-12-02T15:20:00,363.3,310,0.853,230.6,1341.3,74.4,76.7,68
2023-12-02T15:30:00,405.2,317.7,0.784,237.8,1350.6,74.8,77.6,70.1
2023-12-02T15:40:00,377.4,308,0.816,228.7,1351.8,74.3,79.1,67.4
2023-12-02T15:50:00,392.9,315.3,0.802,235.7,1347.2,74.8,79.5,69.5
2023-12-02T16:00:00,399.6,310.9,0.778,231.3,1350.6,74.4,79.5,68.2
2023-12-02T16:10:00,411.2,303.3,0.738,223.8,1351.8,73.8,80.2,66
2023-12-02T16:20:00,389.3,315.1,0.809,235.2,1354.1,74.6,80.4,69.3
2023-12-02T16:30:00,410.1,318.2,0.776,238.5,1348.3,75,81.5,70.3
2023-12-02T16:40:00,392.6,310.1,0.79,230.7,1346,74.4,80.7,68
2023-12-02T16:50:00,372.8,312.9,0.839,233.3,1335.5,74.5,80.4,68.5
2023-12-02T17:00:00,388,329.9,0.85,250.1,1349.5,75.8,80.4,73.4
2023-12-02T17:10:00,377.1,314.3,0.834,234.7,1350.6,74.7,81.3,69.2
2023-12-02T17:20:00,391.9,294.3,0.751,215,1343.7,73.1,81.2,63.4
2023-12-02T17:30:00,363.6,284.7,0.783,205.1,1342.5,72,81.1,60.5
2023-12-02T17:40:00,343.8,286.2,0.833,206.8,1330.8,72.3,81.9,61
2023-12-02T17:50:00,366.6,298.5,0.814,218.9,1333.1,73.3,83.7,64.5
2023-12-02T18:00:00,334.2,287,0.859,207.9,1336.7,72.5,83.4,61.3
2023-12-02T18:10:00,358.5,297.8,0.831,218.5,1365.6,73.4,81.7,64.4
2023-12-02T18:20:00,365.1,310.6,0.851,231.8,1369.1,74.6,80.8,68.3
2023-12-02T18:30:00,352.2,289,0.821,210.3,1363.4,72.7,80.4,62
2023-12-02T18:40:00,328.1,285,0.869,206.3,1357.6,72.4,80.6,60.8
2023-12-02T18:50:00,341.1,286.2,0.839,207.6,1364.5,72.5,74.6,61.2
2023-12-02T19:00:00,340.3,289.3,0.85,210.3,1361.1,72.7,69.5,62
2023-12-02T19:10:00,323.5,281.3,0.869,202.6,1362.2,72,69,59.7
2023-12-02T19:20:00,330,274.4,0.831,195.6,1365.6,71.3,68.5,57.7
2023-12-02T19:30:00,327,267.3,0.818,188.2,1353,70.4,68.4,55.5
2023-12-02T19:40:00,292.6,275.8,0.942,196.7,1350.6,71.3,68.3,58
2023-12-02T19:50:00,299.3,282.1,0.943,203.4,1355.3,72.1,68.5,60
2023-12-02T20:00:00,287.8,253.3,0.88,173.9,1354.1,68.7,68.6,51.3
2023-12-02T20:10:00,317.3,275.9,0.87,198.7,1359.9,72,68.5,58.3
2023-12-02T20:20:00,289.7,258.9,0.894,180.9,1363.4,69.9,68.5,53.4
2023-12-02T20:30:00,323.5,255.1,0.788,177.4,1362.2,69.6,67.9,52.3
2023-12-02T20:40:00,307.3,253.7,0.826,176,1365.6,69.4,68.1,51.9
2023-12-02T20:50:00,310.9,250.2,0.805,172.5,1356.4,68.9,67.7,50.8
2023-12-02T21:00:00,302.1,241.9,0.801,164,1367.9,67.8,67.8,48.3
2023-12-02T21:10:00,310.9,250,0.804,174.1,1356.4,69.7,67.8,51.3
2023-12-02T21:20:00,306.2,236.3,0.772,160.7,1361.1,68,68,47.4
2023-12-02T21:30:00,294.6,235.7,0.8,160,1359.9,67.9,67.9,47.2
2023-12-02T21:40:00,299,283.2,0.947,207.9,1354.1,73.4,68.4,61.3
2023-12-02T21:50:00,287,230.4,0.803,154.4,1350.6,67,68.2,45.5
2023-12-02T22:00:00,261.1,242.4,0.928,166.8,1362.2,68.8,68.9,49.1
2023-12-02T22:10:00,246.3,257.2,1.044,181.3,1343.7,70.5,70.2,53.4
2023-12-02T22:20:00,233.9,206.8,0.884,131,1336.7,63.3,72.4,38.6
2023-12-02T22:30:00,217,238.4,1.098,162.9,1335.5,68.3,73.4,48
2023-12-02T22:40:00,221.8,236.4,1.066,160.9,1330.8,68.1,73.8,47.4
2023-12-02T22:50:00,227.9,250.8,1.1,175,1334.3,69.8,75.2,51.6
2023-12-02T23:00:00,212.4,212.9,1.003,137.4,1341.3,64.5,74.3,40.5
2023-12-02T23:10:00,215.9,257.1,1.191,182.7,1328.4,71,74.6,53.5
2023-12-02T23:20:00,228.3,201.8,0.884,127.2,1336.7,63,73.2,37.2
2023-12-02T23:30:00,247.3,219.7,0.888,145.1,1318.9,66,72.8,42.4
2023-12-02T23:40:00,238.4,201.3,0.844,127,1330.8,63.1,73,37.4
2023-12-02T23:50:00,225.7,240.8,1.067,166.4,1321.3,69.1,72.5,49
2023-12-03T00:00:00,193.4,179.4,0.928,105,1326.1,58.5,72.6,30.9
2023-12-03T00:10:00,156.1,243.2,1.558,168.7,1337.8,69.4,72.4,49.7
2023-12-03T00:20:00,182.2,200.9,1.103,126.6,1324.9,63,71.9,37.3
2023-12-03T00:30:00,197.7,239,1.209,164.5,1317.8,68.8,71.9,48.5
2023-12-03T00:40:00,159.9,169.4,1.059,95.1,1323.7,56.1,72.1,28
2023-12-03T00:50:00,181.7,219.7,1.209,145.4,1321.3,66.2,72.9,42.8
2023-12-03T01:00:00,176,181.6,1.032,107.3,1320.1,59,72.1,31.6
2023-12-03T01:10:00,166.6,237,1.422,163.7,1333.1,69.1,73,48.2
2023-12-03T01:20:00,154.4,197.6,1.28,124.3,1323.7,62.9,71.9,36.6
2023-12-03T01:30:00,165.6,207.5,1.253,134.3,1324.9,64.7,72.3,39.6
2023-12-03T01:40:00,188.9,220.4,1.167,146.8,1333.1,66.6,72,43.3
2023-12-03T01:50:00,181.8,229.1,1.26,155.8,1322.5,68,72.1,45.9
2023-12-03T02:00:00,162.6,233.4,1.435,160,1301,68.5,72.2,47.1
2023-12-03T02:10:00,169.3,162.3,0.959,89.1,1310.6,54.9,72.1,26.2
2023-12-03T02:20:00,179.5,227.3,1.266,154.1,1305.8,67.8,72.3,45.1
2023-12-03T02:30:00,170.4,155.9,0.915,82.7,1318.9,53,72,24
2023-12-03T02:40:00,180.7,201.2,1.114,128,1314.2,63.6,73,37.7
2023-12-03T02:50:00,180.5,170.6,0.945,97.1,1313,56.9,72.2,28.6
2023-12-03T03:00:00,186.9,151.4,0.81,78,1318.9,51.5,71.9,23
2023-12-03T03:10:00,175.7,235.2,1.339,161.8,1317.8,68.8,71.7,47.7
2023-12-03T03:20:00,159.2,201.7,1.266,128.8,1317.8,63.9,72.2,37.9
2023-12-03T03:30:00,164.1,193.5,1.179,120.4,1313,62.2,72.7,35.5
2023-12-03T03:40:00,207.9,229.8,1.106,156.6,1313,68.1,73.4,46.1
2023-12-03T03:50:00,191.8,152,0.792,78.9,1315.4,51.9,73.5,23.2
2023-12-03T04:00:00,186.2,159.4,0.856,86,1314.2,53.9,73.6,25.3
2023-12-03T04:10:00,174.4,230.5,1.322,157.3,1308.2,68.2,73.7,46.3
2023-12-03T04:20:00,166.3,174.6,1.05,101,1330.8,57.9,73.8,29.7
2023-12-03T04:30:00,190.4,237.4,1.247,163.9,1343.7,69.1,74.1,48.3
2023-12-03T04:40:00,176,183.5,1.043,110.3,1320.1,60.1,74.4,32.5
